=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.21 14:18:46 =~=~=~=~=~=~=~=~=~=~=~=
1051.56,75.94,-9.55,0.73,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.96,0.00,0.00,0.00
1051.58,75.95,-9.54,0.73,3.18,-0.03,-0.02,-0.00,0.76,-0.36,9.96,0.00,0.00,0.00
1051.60,75.95,-9.55,0.72,3.19,-0.03,-0.02,-0.00,0.76,-0.37,9.96,0.00,0.00,0.00
1051.61,75.95,-9.56,0.71,3.18,-0.03,-0.02,-0.00,0.76,-0.37,9.96,0.00,0.00,0.00
1051.62,75.95,-9.56,0.71,3.19,-0.03,-0.02,-0.00,0.76,-0.37,9.97,0.00,0.00,0.00
1051.64,75.95,-9.56,0.71,3.19,-0.03,-0.02,-0.00,0.76,-0.37,9.97,0.00,0.00,0.00
1051.66,75.95,-9.55,0.70,3.18,-0.04,-0.02,-0.00,0.76,-0.37,9.97,0.00,0.00,0.00
1051.67,75.95,-9.56,0.70,3.19,-0.04,-0.02,0.00,0.76,-0.37,9.98,0.00,0.00,0.00
1051.68,75.95,-9.56,0.70,3.19,-0.04,-0.02,0.00,0.75,-0.37,9.98,0.00,0.00,0.00
1051.69,75.95,-9.55,0.71,3.18,-0.04,-0.02,0.00,0.75,-0.36,9.97,0.00,0.00,0.00
1051.71,75.95,-9.56,0.71,3.19,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.00,0.00,0.00
1051.72,75.95,-9.56,0.71,3.18,-0.04,-0.02,0.00,0.75,-0.36,9.96,0.00,0.00,0.00
1051.73,75.95,-9.56,0.71,3.18,-0.04,-0.02,0.00,0.75,-0.37,9.96,0.00,0.00,0.00
1051.74,75.95,-9.55,0.71,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.00,0.00,0.00
1051.75,75.95,-9.54,0.71,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.00,0.00,0.00
1051.77,75.95,-9.55,0.71,3.17,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.00,0.00,0.00
1051.78,75.95,-9.54,0.71,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.96,0.00,0.00,0.00
1051.80,75.95,-9.55,0.72,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.96,0.00,0.00,0.00
1051.81,75.95,-9.54,0.72,3.19,-0.04,-0.02,0.00,0.76,-0.35,9.96,0.00,0.00,0.00
1051.82,75.95,-9.55,0.73,3.19,-0.04,-0.02,-0.00,0.76,-0.35,9.97,0.00,0.00,0.00
1051.83,75.95,-9.56,0.72,3.19,-0.04,-0.02,-0.00,0.77,-0.35,9.96,0.00,0.00,0.00
1051.85,75.95,-9.56,0.72,3.19,-0.03,-0.02,-0.00,0.76,-0.35,9.96,0.00,0.00,0.00
1051.86,75.95,-9.56,0.72,3.19,-0.03,-0.02,-0.00,0.75,-0.37,9.96,0.00,0.00,0.00
1051.87,75.95,-9.56,0.71,3.19,-0.04,-0.02,-0.00,0.76,-0.36,9.97,0.00,0.00,0.00
1051.88,75.95,-9.56,0.71,3.20,-0.04,-0.02,-0.00,0.76,-0.36,9.97,0.01,0.00,0.00
1051.90,75.94,-9.56,0.70,3.19,-0.04,-0.02,-0.00,0.75,-0.36,9.97,0.01,0.00,0.00
1051.91,75.94,-9.56,0.71,3.17,-0.04,-0.02,0.00,0.76,-0.36,9.98,0.01,0.00,0.00
1051.93,75.95,-9.57,0.70,3.17,-0.03,-0.02,0.00,0.75,-0.35,9.99,0.01,0.00,0.00
1051.94,75.95,-9.55,0.71,3.17,-0.03,-0.02,0.00,0.75,-0.34,9.98,0.01,0.00,0.00
1051.95,75.95,-9.55,0.72,3.17,-0.03,-0.02,0.00,0.75,-0.35,9.99,0.01,0.00,0.00
1051.96,75.95,-9.55,0.73,3.15,-0.03,-0.02,0.00,0.74,-0.35,9.97,0.01,0.00,0.00
1051.98,75.95,-9.55,0.74,3.15,-0.03,-0.02,0.00,0.75,-0.35,9.97,0.01,0.00,0.00
1051.99,75.95,-9.54,0.74,3.17,-0.03,-0.02,0.00,0.74,-0.35,9.99,0.01,0.00,0.00
1052.00,75.95,-9.55,0.74,3.18,-0.03,-0.02,0.00,0.75,-0.36,9.99,0.01,0.00,0.00
1052.02,75.95,-9.55,0.73,3.18,-0.03,-0.02,0.00,0.76,-0.36,9.99,0.01,-0.00,0.00
1052.03,75.95,-9.55,0.73,3.18,-0.03,-0.02,0.00,0.77,-0.36,9.98,0.01,0.00,0.00
1052.05,75.97,-9.55,0.72,3.18,-0.03,-0.02,0.00,0.78,-0.36,9.97,0.00,0.00,0.00
1052.06,75.98,-9.55,0.72,3.18,-0.03,-0.02,-0.00,0.79,-0.36,9.96,0.00,0.00,0.00
1052.07,75.99,-9.55,0.72,3.18,-0.03,-0.02,-0.00,0.78,-0.36,9.97,0.00,0.00,0.00
1052.08,76.00,-9.55,0.72,3.17,-0.03,-0.02,-0.00,0.78,-0.36,9.97,0.00,0.00,0.00
1052.10,76.00,-9.56,0.71,3.17,-0.03,-0.02,-0.00,0.77,-0.36,9.97,0.00,0.00,0.00
1052.11,76.01,-9.57,0.71,3.18,-0.03,-0.02,-0.00,0.75,-0.37,9.98,0.01,0.00,0.00
1052.13,76.00,-9.56,0.71,3.18,-0.04,-0.02,-0.00,0.74,-0.37,9.97,0.01,0.00,0.00
1052.15,76.00,-9.56,0.71,3.17,-0.04,-0.02,-0.00,0.74,-0.37,9.98,0.01,0.00,0.00
1052.16,76.00,-9.55,0.71,3.17,-0.04,-0.02,0.00,0.74,-0.37,9.98,0.01,0.00,0.00
1052.17,75.99,-9.55,0.71,3.18,-0.04,-0.02,0.00,0.74,-0.36,9.97,0.01,0.00,0.01
1052.18,75.99,-9.55,0.72,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.01,0.00,0.00
1052.20,75.99,-9.55,0.72,3.18,-0.04,-0.02,0.00,0.75,-0.35,9.97,0.01,0.00,0.00
1052.21,75.99,-9.55,0.71,3.18,-0.04,-0.02,0.00,0.75,-0.35,9.97,0.01,0.00,0.00
1052.22,75.99,-9.55,0.72,3.18,-0.04,-0.02,0.00,0.76,-0.36,9.97,0.00,0.00,0.00
