=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.07.01 13:06:01 =~=~=~=~=~=~=~=~=~=~=~=
341.36,91.94,-10.04,0.09,0.76,-0.04,-0.02,-0.01,1.07,0.65,9.79,-0.00,-0.00,-0.00
341.38,91.94,-10.05,0.09,0.77,-0.04,-0.02,-0.01,1.07,0.65,9.79,-0.00,-0.00,-0.00
341.39,91.94,-10.05,0.09,0.76,-0.04,-0.02,-0.01,1.08,0.66,9.78,-0.00,-0.00,-0.00
341.41,91.94,-10.04,0.09,0.76,-0.04,-0.02,-0.01,1.07,0.65,9.79,-0.00,-0.00,-0.00
341.42,91.94,-10.04,0.09,0.75,-0.04,-0.02,-0.01,1.07,0.65,9.79,-0.00,-0.00,-0.00
341.43,91.95,-10.04,0.09,0.75,-0.04,-0.02,-0.01,1.06,0.65,9.79,-0.00,-0.00,0.00
341.44,91.95,-10.05,0.09,0.75,-0.04,-0.02,-0.01,1.07,0.65,9.78,0.00,-0.00,0.00
341.46,91.95,-10.04,0.09,0.74,-0.04,-0.02,-0.01,1.06,0.64,9.79,0.00,-0.00,0.00
341.47,91.96,-10.04,0.08,0.76,-0.04,-0.02,-0.01,1.07,0.65,9.79,-0.00,-0.00,0.00
341.49,91.96,-10.04,0.09,0.77,-0.04,-0.02,-0.00,1.07,0.65,9.78,-0.00,-0.00,-0.00
341.51,91.96,-10.04,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.65,9.78,-0.00,-0.00,-0.00
341.52,91.95,-10.04,0.08,0.76,-0.04,-0.02,-0.00,1.07,0.65,9.78,0.00,-0.00,0.00
341.56,91.95,-10.04,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.65,9.78,0.00,-0.00,0.00
341.57,91.95,-10.04,0.09,0.75,-0.04,-0.02,-0.00,1.08,0.66,9.78,0.00,-0.00,0.00
341.59,91.96,-10.04,0.10,0.75,-0.04,-0.02,-0.00,1.08,0.66,9.77,0.00,-0.00,0.00
341.60,91.97,-10.05,0.09,0.75,-0.04,-0.02,-0.00,1.07,0.66,9.77,-0.00,-0.00,-0.00
341.62,91.97,-10.04,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.66,9.77,-0.00,-0.00,-0.00
341.63,91.96,-10.04,0.10,0.76,-0.04,-0.02,-0.01,1.06,0.65,9.77,-0.00,-0.00,0.00
341.64,91.95,-10.05,0.10,0.78,-0.04,-0.02,-0.00,1.06,0.64,9.77,-0.00,-0.00,0.00
341.67,91.95,-10.05,0.09,0.77,-0.04,-0.02,-0.00,1.07,0.64,9.77,-0.00,-0.00,0.00
341.68,91.95,-10.05,0.08,0.76,-0.04,-0.02,-0.00,1.08,0.65,9.78,-0.00,-0.00,0.00
341.72,91.96,-10.05,0.09,0.76,-0.04,-0.02,-0.00,1.08,0.65,9.77,0.00,-0.00,0.00
341.73,91.96,-10.04,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.64,9.77,0.00,-0.00,0.00
341.75,91.97,-10.04,0.09,0.75,-0.04,-0.02,-0.00,1.07,0.66,9.78,-0.00,-0.00,0.00
341.76,91.97,-10.04,0.10,0.76,-0.04,-0.02,-0.00,1.07,0.66,9.78,-0.00,-0.00,-0.00
341.78,91.97,-10.04,0.10,0.75,-0.04,-0.02,-0.00,1.06,0.67,9.77,-0.00,-0.00,0.00
341.80,91.96,-10.04,0.11,0.77,-0.04,-0.02,-0.00,1.06,0.66,9.77,-0.00,-0.00,0.00
341.81,91.96,-10.04,0.10,0.76,-0.04,-0.02,-0.01,1.06,0.65,9.77,-0.00,-0.00,0.00
341.82,91.95,-10.05,0.10,0.77,-0.04,-0.02,-0.01,1.06,0.66,9.78,-0.00,-0.00,0.00
341.84,91.96,-10.04,0.10,0.75,-0.04,-0.02,-0.01,1.07,0.66,9.78,-0.00,-0.00,0.00
341.85,91.96,-10.05,0.09,0.76,-0.04,-0.02,-0.01,1.09,0.65,9.77,-0.00,-0.00,0.00
341.87,91.97,-10.04,0.09,0.77,-0.04,-0.02,-0.01,1.08,0.66,9.77,-0.00,-0.00,0.00
341.88,91.97,-10.04,0.09,0.76,-0.04,-0.02,-0.01,1.07,0.65,9.78,-0.00,-0.00,-0.00
341.89,91.97,-10.05,0.09,0.77,-0.04,-0.02,-0.01,1.08,0.65,9.78,-0.00,-0.00,-0.00
341.90,91.97,-10.05,0.09,0.77,-0.04,-0.02,-0.01,1.07,0.65,9.78,-0.00,-0.00,-0.00
341.92,91.97,-10.05,0.09,0.77,-0.04,-0.02,-0.00,1.06,0.65,9.78,-0.00,-0.00,-0.00
341.93,91.96,-10.06,0.08,0.77,-0.04,-0.02,-0.00,1.06,0.65,9.79,-0.00,-0.00,0.00
341.95,91.95,-10.06,0.09,0.76,-0.04,-0.02,-0.00,1.06,0.66,9.78,0.00,-0.00,0.00
341.96,91.95,-10.05,0.10,0.75,-0.04,-0.02,-0.00,1.07,0.66,9.77,0.00,-0.00,0.00
341.98,91.96,-10.05,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.66,9.77,0.00,-0.00,0.00
342.00,91.96,-10.05,0.09,0.76,-0.04,-0.02,-0.00,1.07,0.66,9.77,0.00,-0.00,0.00
342.01,91.96,-10.04,0.10,0.77,-0.04,-0.02,-0.00,1.07,0.65,9.77,0.00,-0.00,0.00
342.03,91.96,-10.05,0.10,0.77,-0.04,-0.02,-0.00,1.07,0.66,9.78,-0.00,-0.00,0.00
342.05,91.95,-10.04,0.10,0.77,-0.04,-0.02,-0.00,1.07,0.66,9.78,-0.00,-0.00,0.00
342.06,91.95,-10.03,0.10,0.76,-0.04,-0.02,-0.00,1.07,0.65,9.79,-0.00,-0.00,0.00
342.07,91.95,-10.04,0.10,0.76,-0.04,-0.02,-0.01,1.07,0.65,9.78,-0.00,-0.00,0.00
342.09,91.95,-10.04,0.10,0.78,-0.04,-0.02,-0.00,1.06,0.65,9.77,-0.00,-0.00,0.00
342.10,91.94,-10.04,0.11,0.77,-0.04,-0.02,-0.01,1.06,0.65,9.77,-0.00,-0.00,-0.00
